
Probabilities History (rounded to 3 digits):
Iteration 100: e: 0.16, a: 0.13, o: 0.12, n: 0.1, r: 0.09, s: 0.09, l: 0.06, d: 0.05, f: 0.04, t: 0.04, c: 0.02, i: 0.02, p: 0.02, g: 0.01, m: 0.01, w: 0.01, y: 0.01, z: 0.01, b: 0.0, h: 0.0, j: 0.0, k: 0.0, q: 0.0, u: 0.0, v: 0.0, x: 0.0
Iteration 14500: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 14600: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 14700: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 14800: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 14900: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 15000: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, f: 0.01, v: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 15100: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, v: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 15200: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, v: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 15300: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, g: 0.01, v: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 15400: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 15500: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 15600: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 15700: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 15800: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 15900: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, t: 0.05, c: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 16000: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 16100: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 16200: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 16300: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 16400: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 16500: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 16600: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 16700: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 16800: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 16900: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 17000: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 17100: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 17200: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 17300: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 17400: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 17500: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 17600: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 17700: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 17800: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, g: 0.01, f: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 17900: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, f: 0.01, g: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0
Iteration 18000: e: 0.14, a: 0.11, o: 0.08, s: 0.08, n: 0.07, i: 0.07, r: 0.07, l: 0.06, c: 0.05, t: 0.05, d: 0.05, u: 0.04, m: 0.03, p: 0.03, b: 0.01, v: 0.01, f: 0.01, g: 0.01, q: 0.01, y: 0.01, z: 0.0, j: 0.0, h: 0.0, x: 0.0, k: 0.0, w: 0.0

Max Frequency Changes:
Iteration 100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063dd20>
Iteration 200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063dd90>
Iteration 300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063de00>
Iteration 400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063de70>
Iteration 500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063dee0>
Iteration 600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063df50>
Iteration 700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063dfc0>
Iteration 800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e030>
Iteration 900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e0a0>
Iteration 1000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e110>
Iteration 1100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e180>
Iteration 1200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e1f0>
Iteration 1300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e260>
Iteration 1400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e2d0>
Iteration 1500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e340>
Iteration 1600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e3b0>
Iteration 1700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e420>
Iteration 1800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e490>
Iteration 1900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e500>
Iteration 2000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e570>
Iteration 2100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e5e0>
Iteration 2200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e650>
Iteration 2300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e6c0>
Iteration 2400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e730>
Iteration 2500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e7a0>
Iteration 2600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e810>
Iteration 2700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e880>
Iteration 2800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e8f0>
Iteration 2900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e960>
Iteration 3000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063e9d0>
Iteration 3100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063ea40>
Iteration 3200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063eab0>
Iteration 3300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063eb20>
Iteration 3400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063eb90>
Iteration 3500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063ec00>
Iteration 3600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063ec70>
Iteration 3700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063ece0>
Iteration 3800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063ed50>
Iteration 3900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063edc0>
Iteration 4000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063ee30>
Iteration 4100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063eea0>
Iteration 4200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063ef10>
Iteration 4300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063ef80>
Iteration 4400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063eff0>
Iteration 4500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f060>
Iteration 4600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f0d0>
Iteration 4700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f140>
Iteration 4800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f1b0>
Iteration 4900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f220>
Iteration 5000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f290>
Iteration 5100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f300>
Iteration 5200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f370>
Iteration 5300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f3e0>
Iteration 5400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f450>
Iteration 5500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f4c0>
Iteration 5600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f530>
Iteration 5700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f5a0>
Iteration 5800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f610>
Iteration 5900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f680>
Iteration 6000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f6f0>
Iteration 6100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f760>
Iteration 6200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f7d0>
Iteration 6300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f840>
Iteration 6400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f8b0>
Iteration 6500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f920>
Iteration 6600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063f990>
Iteration 6700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fa00>
Iteration 6800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fa70>
Iteration 6900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fae0>
Iteration 7000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fb50>
Iteration 7100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fbc0>
Iteration 7200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fc30>
Iteration 7300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fca0>
Iteration 7400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fd10>
Iteration 7500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fd80>
Iteration 7600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fdf0>
Iteration 7700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fe60>
Iteration 7800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063fed0>
Iteration 7900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x10063ff40>
Iteration 8000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4040>
Iteration 8100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d40b0>
Iteration 8200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4120>
Iteration 8300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4190>
Iteration 8400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4200>
Iteration 8500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4270>
Iteration 8600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d42e0>
Iteration 8700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4350>
Iteration 8800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d43c0>
Iteration 8900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4430>
Iteration 9000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d44a0>
Iteration 9100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4510>
Iteration 9200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4580>
Iteration 9300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d45f0>
Iteration 9400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4660>
Iteration 9500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d46d0>
Iteration 9600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4740>
Iteration 9700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d47b0>
Iteration 9800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4820>
Iteration 9900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4890>
Iteration 10000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4900>
Iteration 10100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4970>
Iteration 10200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d49e0>
Iteration 10300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4a50>
Iteration 10400: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4ac0>
Iteration 10500: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4b30>
Iteration 10600: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4ba0>
Iteration 10700: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4c10>
Iteration 10800: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4c80>
Iteration 10900: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4cf0>
Iteration 11000: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4d60>
Iteration 11100: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4dd0>
Iteration 11200: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4e40>
Iteration 11300: Max Frequency <generator object LetterFrequencyTracker.check_max_freq_change.<locals>.<genexpr> at 0x1006d4eb0>
